utt_id,wav_path,label_id,is_ood,split
f10d69d0e396,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\poisoned_pen_12_f000145.wav,11,False,train
9d834cbc3d4c,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\piratesofersatz_07_leinster_64kb_f000136.wav,11,False,train
4f8200a9a96d,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\jane_eyre_30_f000080.wav,11,False,train
53423f660603,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\northandsouth_30_f000120.wav,11,False,train
b14d10ddf54c,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\jane_eyre_05_f000060.wav,11,False,train
d277857464df,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\jane_eyre_23_f000054.wav,11,False,train
75f54d2546e1,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\jane_eyre_24_f000317.wav,11,False,train
28ae40ed1f5d,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\emerald_city_of_oz_11_f000028.wav,11,False,train
5c3cc34cc331,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\jane_eyre_21_f000133.wav,11,False,train
d94aae2f7d31,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\wives_and_daughters_30_f000161.wav,11,False,train
0f7b32d7139d,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\northandsouth_40_f000125.wav,11,False,train
b6e4da2cf221,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\poisoned_pen_09_f000260.wav,11,False,train
22c85ed67c3b,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\hunters_space_08_f000076.wav,11,False,train
1e27951819f8,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\rinkitink_baum_18_64kb_f000073.wav,11,False,train
59a21539a7fe,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\hunters_space_01_f000030.wav,11,False,train
d95e5428dde9,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\northandsouth_22_f000018.wav,11,False,train
d43e80d19b9b,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\silent_bullet_02_f000060.wav,11,False,train
7417ebc38b17,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\the_master_key_20_f000073.wav,11,False,train
5354f59c8581,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\jane_eyre_17_f000394.wav,11,False,train
b9316888f4e2,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\northandsouth_50_f000074.wav,11,False,train
0144243e7650,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\emerald_city_of_oz_18_f000006.wav,11,False,train
656e13466216,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\jane_eyre_27_f000016.wav,11,False,train
802693b0c3f9,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\midnight_passenger_09_f000016.wav,11,False,train
3053dc1d0506,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\northandsouth_40_f000151.wav,11,False,train
314e0d5dace0,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\jane_eyre_07_f000038.wav,11,False,train
f738d1b55608,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\poisoned_pen_08_f000167.wav,11,False,train
ae9083d17bb9,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\northandsouth_12_f000011.wav,11,False,train
ae1a9bc99497,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\wives_and_daughters_28_f000153.wav,11,False,train
4a05e6b9ff3d,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\wives_and_daughters_40_f000027.wav,11,False,train
4fac6557864e,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\emerald_city_of_oz_12_f000025.wav,11,False,train
40ac412959b1,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\wives_and_daughters_37_f000024.wav,11,False,train
e766f9065213,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\wives_and_daughters_36_f000105.wav,11,False,train
5b7fc7625951,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\midnight_passenger_03_f000012.wav,11,False,train
f3e0f10dd34f,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\the_sea_fairies_18_f000040.wav,11,False,train
9c8b9b5548fb,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\northandsouth_11_f000046.wav,11,False,train
164508f93b93,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\northandsouth_31_f000040.wav,11,False,train
e2d4034395fd,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\poisoned_pen_12_f000421.wav,11,False,train
6fa1d72b0268,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\ozma_of_oz_05_f000094.wav,11,False,train
31e7a856d7fa,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\the_sea_fairies_01_f000073.wav,11,False,train
8b08594d3ed2,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\northandsouth_03_f000056.wav,11,False,train
88c44a08a36e,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\northandsouth_38_f000076.wav,11,False,train
97a948e45eb8,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\silent_bullet_10_f000320.wav,11,False,train
d1486bd7363e,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\emerald_city_of_oz_02_f000027.wav,11,False,train
f2d3b909fdde,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\silent_bullet_08_f000099.wav,11,False,train
48444e68f853,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\midnight_passenger_04_f000097.wav,11,False,train
95549c09962b,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\jane_eyre_24_f000033.wav,11,False,train
6826824824ea,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\piratesofersatz_01_leinster_64kb_f000098.wav,11,False,train
424e7482005f,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\poisoned_pen_02_f000273.wav,11,False,train
67f8221aeff4,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\pink_fairy_book_33_f000037.wav,11,False,train
9a2b0754f616,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\northandsouth_46_f000033.wav,11,False,train
71a270a87ada,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\wives_and_daughters_34_f000159.wav,11,False,train
548aa96455bc,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\midnight_passenger_11_f000049.wav,11,False,train
919ed8c1718a,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\northandsouth_46_f000227.wav,11,False,train
9812afc36a9f,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\pink_fairy_book_07_f000002.wav,11,False,train
0538052f95dd,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\wives_and_daughters_34_f000127.wav,11,False,train
1cd69a0fb160,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\piratesofersatz_08_leinster_64kb_f000080.wav,11,False,train
51b1748d2e4f,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\northandsouth_28_f000136.wav,11,False,train
8ab03c5ee70b,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\wives_and_daughters_52_f000216.wav,11,False,train
61dd1270e3e5,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\wives_and_daughters_22_f000049.wav,11,False,train
6d0e7c8dace4,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\northandsouth_30_f000152.wav,11,False,train
07981c6c7972,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\wives_and_daughters_07_f000098.wav,11,False,train
5a36d47e2add,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\silent_bullet_10_f000139.wav,11,False,train
37414af0874e,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\dorothy_and_wizard_oz_05_f000073.wav,11,False,train
7d6a83ad5f30,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\jane_eyre_13_f000112.wav,11,False,train
0b03fe55e8f8,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\midnight_passenger_11_f000074.wav,11,False,train
53774f8635f5,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\dorothy_and_wizard_oz_16_f000007.wav,11,False,train
c962a7819352,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\wives_and_daughters_30_f000054.wav,11,False,train
1f7f2efc09ec,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\jane_eyre_37_f000211.wav,11,False,train
3b2479fdd444,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\poisoned_pen_05_f000224.wav,11,False,train
54a3a2b0741f,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\pink_fairy_book_40_f000193.wav,11,False,train
bccdeaabd30b,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\silent_bullet_13_f000076.wav,11,False,train
bb0a39be1757,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\northandsouth_20_f000193.wav,11,False,train
fcb786afd21d,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\silent_bullet_13_f000275.wav,11,False,train
afe12a66bfd7,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\jane_eyre_13_f000017.wav,11,False,train
88d2588f5f10,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\emerald_city_of_oz_25_f000050.wav,11,False,train
b0a2808bda67,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\silent_bullet_06_f000342.wav,11,False,train
121160de12cb,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\wives_and_daughters_33_f000136.wav,11,False,train
bb172865731e,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\wives_and_daughters_44_f000137.wav,11,False,train
1bd7f3e239a1,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\wives_and_daughters_34_f000170.wav,11,False,train
9cae7b71ff29,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\wives_and_daughters_09_f000149.wav,11,False,train
14ec99bbaf1f,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\wives_and_daughters_14_f000129.wav,11,False,train
6a40f787974a,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\the_master_key_06_f000007.wav,11,False,train
bd77c4df1a76,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\wives_and_daughters_18_f000245.wav,11,False,train
942f6c03d236,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\midnight_passenger_14_f000209.wav,11,False,train
b714477d37d3,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\wives_and_daughters_27_f000022.wav,11,False,train
e47145e7d14d,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\northandsouth_36_f000212.wav,11,False,train
fa13c8f9a3fd,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\jane_eyre_11_f000330.wav,11,False,train
92f9db9e2f00,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\skyisland_20_baum_64kb_f000064.wav,11,False,train
8e460bd0e783,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\silent_bullet_13_f000286.wav,11,False,train
99fd5a9bca40,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\jane_eyre_34_f000467.wav,11,False,train
bbebff810784,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\pink_fairy_book_38_f000049.wav,11,False,train
c53c66eaf6c7,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\silent_bullet_13_f000347.wav,11,False,train
d8e277c4ed32,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\silent_bullet_06_f000205.wav,11,False,train
d8d4fb7a044c,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\wives_and_daughters_58_f000127.wav,11,False,train
5988b65b1a38,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\skyisland_15_baum_64kb_f000090.wav,11,False,train
bf7e9694b106,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\jane_eyre_06_f000124.wav,11,False,train
a71ef14785a1,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\pink_fairy_book_39_f000001.wav,11,False,train
e4194ba6a21f,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\northandsouth_18_f000121.wav,11,False,train
38f3b2be21af,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\the_sea_fairies_02_f000117.wav,11,False,train
be71350b2460,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\the_master_key_20_f000076.wav,11,False,train
9f060363906c,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\wives_and_daughters_18_f000115.wav,11,False,train
da592a5f5f2a,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\wives_and_daughters_54_f000029.wav,11,False,train
2f9d814f4e3d,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\jane_eyre_28_f000041.wav,11,False,train
bae3dc4b8b2c,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\northandsouth_24_f000084.wav,11,False,train
52a63c768b4a,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\silent_bullet_07_f000013.wav,11,False,train
fabbec09fca9,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\northandsouth_47_f000051.wav,11,False,train
c27a82d4d2c3,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\emerald_city_of_oz_09_f000080.wav,11,False,train
5dd59ae23547,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\northandsouth_31_f000093.wav,11,False,train
15b729eae655,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\silent_bullet_05_f000108.wav,11,False,train
cec7682bff37,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\pink_fairy_book_20_f000022.wav,11,False,train
59190b7fbcf1,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\wives_and_daughters_02_f000079.wav,11,False,train
c553536146b0,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\northandsouth_18_f000150.wav,11,False,train
162e6c965585,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\piratesofersatz_09_leinster_64kb_f000151.wav,11,False,train
879655e0eb85,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\wives_and_daughters_44_f000192.wav,11,False,train
0469445e6d79,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\wives_and_daughters_01_f000172.wav,11,False,train
e8e443726987,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\northandsouth_46_f000219.wav,11,False,train
5f2c6648318b,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\skyisland_10_baum_64kb_f000034.wav,11,False,train
0983737d3a9a,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\emerald_city_of_oz_06_f000021.wav,11,False,train
433f0ff22080,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\northandsouth_06_f000037.wav,11,False,train
0f38307eaff9,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\northandsouth_35_f000141.wav,11,False,train
5d0379313ec0,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\wives_and_daughters_47_f000192.wav,11,False,train
10016df98987,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\ozma_of_oz_06_f000151.wav,11,False,train
f70de35b8941,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\northandsouth_20_f000157.wav,11,False,train
da67dc12ace6,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\poisoned_pen_11_f000408.wav,11,False,train
81a6efaf9a0f,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\the_master_key_02_f000014.wav,11,False,train
5aba9ca1e199,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\northandsouth_38_f000054.wav,11,False,train
46a7ff61d197,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\pink_fairy_book_31_f000113.wav,11,False,train
2885b03bdd98,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\wives_and_daughters_10_f000095.wav,11,False,train
b86a9376ce8d,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\jane_eyre_12_f000094.wav,11,False,train
03af6f0dc084,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\jane_eyre_34_f000261.wav,11,False,train
7abfbe95c409,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\the_sea_fairies_07_f000122.wav,11,False,train
51fc67a273aa,D:\audio-ST\newww\audio-deepfake-source-tracing\data\MLAADv5\fake\en\tts_models_en_ljspeech_tacotron2-DCA\northandsouth_06_f000040.wav,11,False,train
